,Symbol,Name,MarketCap,Sector,Industry,L2,risk_score,close_price,return_2019,return_2018,return_2017,return_2016,return_2015,return_2014,return_2013,return_2012,return_2011,return_2010
974,EGAN,eGain Corporation,240645026.92,Technology,Computer Software: Prepackaged Software,Micro Cap,0.5814302721460379,7.35,0.20547943217042408,0.25142860412597656,1.500000113532662,-0.5070423023935433,-0.17760610616696826,-0.4941406304569683,1.2755555046929254,-0.34876988431695666,4.118518315094165,0.29807699361496676
975,EH,EHang Holdings Limited,42272000.0,Transportation,Air Freight/Delivery Services,Micro Cap,,12.1405,,,,,,,,,,
976,EHTH,"eHealth, Inc.",2236136548.38,Finance,Specialty Insurers,Mid Cap,0.6530884096657772,122.49,1.500781010154125,1.2118593156407083,0.6309860527141036,0.06713427926108007,-0.5995184786644456,-0.4639707641086971,0.6917759262336374,0.8693877482172616,0.0359408205752787,-0.13633601236677007
977,EIDX,"Eidos Therapeutics, Inc.",2076935067.69,Health Care,Major Pharmaceuticals,Mid Cap,0.6745540713654808,54.14,,,,,,,,,,
978,EIGR,"Eiger BioPharmaceuticals, Inc.",345135212.23,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,0.4794410000583593,13.06,,,,,,,,,,
979,EKSO,"Ekso Bionics Holdings, Inc.",31413236.995,Capital Goods,Industrial Machinery/Components,Micro Cap,0.8121434305292923,0.3675,,,,,,,,,,
980,LOCO,"El Pollo Loco Holdings, Inc.",518707890.28,Consumer Services,Restaurants,Small Cap,0.44320381146740984,14.46,,,,,,,,,,
981,ESLT,Elbit Systems Ltd.,6921968024.22,Capital Goods,Military/Government/Technical,Mid Cap,0.20689288521007232,154.275,0.376190284015979,-0.12894401051850168,0.3264701206540115,0.181845929457096,0.488262993170852,0.021737886410226892,0.5674074041425028,0.013710779569156895,-0.18417269819098014,-0.15501064104868267
982,ERI,"Eldorado Resorts, Inc.",4770381191.34,Consumer Services,Hotels/Resorts,Mid Cap,0.3530462372883785,58.54,0.6470588483174773,0.09230761441156887,0.9557522143810255,0.5409091602672229,1.7160492548036337,191.85715453985614,0.0,0.0,-0.5434782679117018,2.066666741172474
983,SOLO,Electrameccanica Vehicles Corp. Ltd.,85213560.2,Capital Goods,Auto Manufacturing,Micro Cap,1.3761281323622743,2.0804,,,,,,,,,,
985,ECOR,"electroCore, Inc.",40729918.92,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Micro Cap,1.2771642687803915,1.28,,,,,,,,,,
986,EA,Electronic Arts Inc.,32973178645.09,Technology,Computer Software: Prepackaged Software,Large Cap,0.3558872986815608,110.42,0.3624381846005933,-0.248905335086269,0.333925783507121,0.14610012714177034,0.46150575397020166,1.0496948283831098,0.5798897941350871,-0.2951456218988804,0.25763134535506427,-0.07718314587230413
987,ELSE,"Electro-Sensors, Inc.",12306726.3124,Capital Goods,Industrial Machinery/Components,Micro Cap,0.3305267483141967,3.73,0.06764706253592934,-0.16049384314954573,0.17052027343441,-0.03351952182022866,-0.0843990165935059,-0.024937690110564348,0.08447376409596141,-0.002050136951413317,-0.08677571436210563,0.25122640205400293
988,ESBK,Elmira Savings Bank NY (The),57288358.75,Finance,Major Banks,Micro Cap,0.2661574854272998,16.0,-0.08326906633836073,-0.10695950968360002,0.04546517978885212,0.07796971331029146,-0.09449621002501885,-0.048669580342705965,0.26780812785960584,0.5261510779802903,0.037808591266329517,0.14659487031792207
989,ELOX,"Eloxx Pharmaceuticals, Inc.",178811863.38,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Micro Cap,1.1179621520631078,4.17,-0.3871773527684903,0.5012500286102295,1.8571429057997109,-0.6500000059604645,-0.5121951106047075,-0.8635607318227132,-0.6243750095367432,-0.3846153846153846,-0.0714285714285714,-0.1515151515151515
990,ELTK,Eltek Ltd.,16031725.98,Technology,Electrical Products,Micro Cap,1.819400655510045,3.8,0.6981132542293433,-0.4803921751955851,0.03291136062101341,-0.3779527390540527,0.0854700868634295,-0.5125000079472859,1.1818181818181817,-0.15384615384615385,-0.14473683137312476,0.34513270377888805
991,EMCF,Emclaire Financial Corp,86763590.8,Finance,Major Banks,Micro Cap,0.39443411794298616,32.55,0.11237564513215048,0.03373227518485766,0.07774657241597804,0.2712401350323379,-0.0018488591740416505,0.029903905705015887,0.24677794971307065,0.35709402987916383,0.015250032726529694,0.22342592126932126
992,EMKR,EMCORE Corporation,99143645.79,Technology,Semiconductors,Micro Cap,0.34510025452393545,3.53,-0.27619045240268036,-0.3488372196178945,-0.2586206953250555,0.8467343514321557,0.15660375525154446,0.03515630846188289,0.19069757475530325,0.2500000676376608,-0.21100921543762619,0.018691586075365585
993,EMMS,Emmis Communications Corporation,49484914.6046,Consumer Services,Broadcasting,Micro Cap,0.39021422221552227,3.88,0.26332291268059205,-0.09375000225210728,0.03834808590698002,0.3242188173520877,-0.65775402193943,-0.30483269552490466,0.3654821972246278,1.9848483509049748,-0.13157894297649997,-0.35042732170356283
994,ENTA,"Enanta Pharmaceuticals, Inc.",1142895759.7,Health Care,Major Pharmaceuticals,Small Cap,0.4052440829189935,53.67,,,,,,,,,,
995,ECPG,Encore Capital Group Inc,1146689825.32,Finance,Finance Companies,Small Cap,0.40815423509943094,35.33,0.5046808770362368,-0.44180520542190826,0.4694589540898848,-0.014786805581290419,-0.34504506927197875,-0.11659365283232936,0.6414107427827069,0.4402634294253651,-0.09339021163354111,0.34770122281877414
996,WIRE,Encore Wire Corporation,1243253135.88,Capital Goods,Metal Fabrications,Small Cap,0.263188964608421,56.07,0.14554808213254478,0.03309323220399962,0.12428251040553406,0.17131528426592157,-0.004838888121875273,-0.30961004696014083,0.7930100937516253,0.17359437283278245,0.03620919883953988,0.19503353638178056
997,ENDP,Endo International plc,1347544596.4,Health Care,Major Pharmaceuticals,Small Cap,0.9722756885207873,5.77,-0.3575342555233092,-0.05806449151808213,-0.5294474606494968,-0.7309702877335988,-0.15113700930073093,0.06907802735476132,1.5718642875249218,-0.24037067855435235,-0.0330439746689567,0.7402533278678316
998,ELGX,"Endologix, Inc.",36422402.1,Health Care,Medical/Dental Instruments,Micro Cap,0.7201013826102287,1.58,-0.7805555437817983,-0.8654205643128012,-0.06468532716063746,-0.42222221451576314,-0.3525179597650965,-0.12327982082821276,0.2247191107554536,0.2404180323260361,0.6055944482763331,0.3541666862338484
999,NDRA,ENDRA Life Sciences Inc.,15219881.25,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Micro Cap,1.1855290039095319,1.74,,,,,,,,,,
1001,EIGI,"Endurance International Group Holdings, Inc.",753985760.3,Technology,Computer Software: Prepackaged Software,Small Cap,0.5804493622888525,4.695,,,,,,,,,,
1002,WATT,Energous Corporation,62370166.32,Technology,Radio And Television Broadcasting And Communications Equipment,Micro Cap,0.7224700344670651,1.71,,,,,,,,,,
1003,EFOI,"Energy Focus, Inc.",7633545.512999999,Consumer Durables,Building Products,Micro Cap,1.435152043963441,0.58,-0.24193549162391315,-0.746938778489195,-0.4235294005450081,-0.6909090909090909,1.7890467502579321,0.04893617625687696,1.9374998370185517,-0.19999998807907104,-0.7894736842105263,0.4843749778810891
1004,ERII,"Energy Recovery, Inc.",572651374.92,Technology,Industrial Machinery/Components,Small Cap,0.39451285916522383,10.182,0.4546805251273698,-0.2308571406773159,-0.1545894031399564,0.4639321259079381,0.3415560146583543,-0.05045048651994288,0.6323529514886925,0.3178295332983898,-0.2950820045894924,-0.4680232521873865
1005,ENG,ENGlobal Corporation,27271075.1448,Consumer Services,Military/Government/Technical,Micro Cap,0.733823989808986,0.9999,0.7192983006506422,-0.34482759801915264,-0.6359832775809633,1.4639175612483792,-0.4894736627462495,0.3571428632249638,1.745098043798896,-0.7582938313652877,-0.43279573148710193,0.18849836824197608
1006,ENLV,Enlivex Therapeutics Ltd.,92263076.92799999,Health Care,Major Pharmaceuticals,Micro Cap,1.2194564770335654,8.3066,,,,,,,,,,
1007,ENOB,"Enochian Biosciences, Inc.",240161665.56,Health Care,Major Pharmaceuticals,Micro Cap,0.8579632458897395,5.16,,,,,,,,,,
1008,ENPH,"Enphase Energy, Inc.",3855151912.5,Technology,Semiconductors,Mid Cap,0.7322356741742956,29.8,,,,,,,,,,
1009,ESGR,Enstar Group Limited,4427221786.5,Finance,Property-Casualty Insurers,Mid Cap,0.18808752018830277,200.8462,0.2344691267460144,-0.1652801627685243,0.015427430950119447,0.31764866565422767,-0.018640892896154893,0.10064066920295112,0.2404893686182259,0.14032593520297532,0.1610309153739784,0.1583128693431124
1010,ESGRO,Enstar Group Limited,121836.0,Finance,Property-Casualty Insurers,Micro Cap,0.07351212700884403,27.8138,,,,,,,,,,
1011,ESGRP,Enstar Group Limited,458080.0,Finance,Property-Casualty Insurers,Micro Cap,0.09201661639642107,28.59,,,,,,,,,,
1012,ETTX,Entasis Therapeutics Holdings Inc.,63799502.4,Health Care,Major Pharmaceuticals,Micro Cap,0.584759403974149,4.8831,,,,,,,,,,
1013,ENTG,"Entegris, Inc.",7583986724.78,Consumer Non-Durables,Plastic Products,Mid Cap,0.2832524371838445,54.25,0.8083914902208493,-0.07545727626372933,0.704834944467744,0.34890717158854034,0.004542108983701443,0.13977566983695944,0.2625271781314016,0.05154641584259778,0.1686748061189134,0.4147725955599808
1014,ENTX,Entera Bio Ltd.,50914349.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,0.9250138814474617,3.2398,,,,,,,,,,
1016,EBTC,Enterprise Bancorp Inc,382381681.12,Finance,Major Banks,Small Cap,0.32117723660350267,32.19,0.07596774865922362,-0.0392864119909907,-0.07872136202023161,0.6794101681719975,-0.07409810621652257,0.22189903148069834,0.31508367386455527,0.18629581739837908,0.08231848236419625,0.286532361447178
1017,EFSC,Enterprise Financial Services Corporation,1285107057.04,Finance,Major Banks,Small Cap,0.22762771311321117,45.02,0.299889450436603,-0.1585812657609107,0.061015468738837564,0.5366907059552888,0.4529452539824361,-0.022628436588668976,0.5826863705835719,-0.10120952748387757,0.43783506860571797,0.3877426966607669
1018,EVSI,"Envision Solar International, Inc.",32818273.7732,Technology,Semiconductors,Micro Cap,0.750661472128982,5.8752,-0.5220512977013221,0.30000000000000004,0.04166669426141034,0.1076922783484826,-0.0714285714285714,-0.2222222222222222,0.05882352941176472,-0.264069276222307,-0.4499999909173875,
1020,EPZM,"Epizyme, Inc.",2611629072.48,Health Care,Major Pharmaceuticals,Mid Cap,0.6427141031380855,21.38,,,,,,,,,,
1021,PLUS,ePlus inc.,1165536787.5,Technology,Retail: Computer Software & Peripheral Equipment,Small Cap,0.4275064877560986,85.05,0.18434738069596968,-0.053590411473960486,0.3055555371590597,0.23525621176764133,0.23213104938694706,0.3316326924386914,0.3749395244990026,0.5530822684677321,0.19627757583394523,0.4318594601461405
1022,EPSN,Epsilon Energy Ltd.,82497713.1625,Energy,Oil & Gas Production,Micro Cap,0.5135771683701441,2.98,-0.24485124971711658,0.8917748890940733,0.07441853037907231,0.26470590297738505,-0.5251396413651714,0.1511254162263398,-0.18586388757977113,0.37906135723693346,-0.05460753658199391,0.050179249755684996
1023,EQ,"Equillium, Inc.",80278210.32,Health Care,Major Pharmaceuticals,Micro Cap,0.9217419851420113,5.1,-0.5857842919552427,11.75000004656613,7.5333328035142895,0.25000007761021625,0.0,-0.875,-0.14285716566504258,-0.17647059339140525,-0.8333333284636727,-0.5565217382290413
1024,EQIX,"Equinix, Inc.",50143969092.0,Consumer Services,Real Estate Investment Trusts,Large Cap,0.2041276331438093,590.46,0.6886129077255303,-0.2041391179487151,0.2919562752995275,0.20692050014379815,0.4230270206558846,0.3278561986111044,-0.13942763665821278,1.033530669710386,0.24784619528123297,-0.23447944939639187
1025,EQBK,"Equity Bancshares, Inc.",436870701.36,Finance,Major Banks,Small Cap,0.3175443477828348,28.29,,,,,,,,,,
1026,ERIC,Ericsson,2936670178.37,Technology,Radio And Television Broadcasting And Communications Equipment,Mid Cap,0.2857076025749248,8.225,0.0017086664882997038,0.3545111572466506,0.16579280726980472,-0.33787235194684007,-0.15501362302479593,0.024614744262838606,0.25558439849607795,0.03793683445247864,-0.09696662779407161,0.2777145140434383
1027,ERIE,Erie Indemnity Company,8862609727.32,Finance,Specialty Insurers,Mid Cap,0.28651444623755207,166.25,0.2707531238097074,0.125372066529148,0.11233225024305016,0.2023607348068468,0.095757956707343,0.2849873532206415,0.08132014122745335,-0.05196290975244555,0.2300291528942664,0.7296405670765291
1028,ERYP,Erytech Pharma S.A.,13197106.025,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,0.6101194645676509,7.1535,,,,,,,,,,
1029,ESCA,"Escalade, Incorporated",127957408.8,Consumer Non-Durables,Recreational Products/Toys,Micro Cap,0.3161844698199216,9.075,-0.1017758561056965,-0.03283307432195248,-0.03336519063175458,0.03273843353776584,-0.09639055535239527,0.3181197002088325,1.3611839078243162,0.2437569035733811,-0.263739807397957,1.624032340484809
1030,ESPR,"Esperion Therapeutics, Inc.",1569413098.87,Health Care,Major Pharmaceuticals,Small Cap,0.45391178471115906,50.345,,,,,,,,,,
1031,ESQ,"Esquire Financial Holdings, Inc.",186731749.2,Finance,Commercial Banks,Micro Cap,0.3241945719630017,23.52,,,,,,,,,,
1032,ESSA,"ESSA Bancorp, Inc.",194083798.14,Finance,Banks,Micro Cap,0.17628766185080857,17.235,0.11369396319176794,0.020218493543840532,0.020696786415242974,0.17848514446899522,0.17231749651398132,0.0641723860254948,0.08142141147073234,0.06097040294677214,-0.19383971889967389,0.14815955117330737
1033,EPIX,ESSA Pharma Inc.,118968403.02,Health Care,Major Pharmaceuticals,Micro Cap,0.9212321150319558,5.68,,,,,,,,,,
1034,ESTA,Establishment Labs Holdings Inc.,564660061.33,Health Care,Industrial Specialties,Small Cap,0.41809540157630604,26.105,,,,,,,,,,
1035,ESTR,"Estre Ambiental, Inc.",16482127.704000002,Public Utilities,Environmental Services,Micro Cap,1.6562166669624558,0.2617,,,,,,,,,,
1037,VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,436278000.0,,,Small Cap,0.033085219909576816,50.9981,,,,,,,,,,
1038,VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,513000000.0,,,Small Cap,0.13593181720499886,32.6309,,,,,,,,,,
1040,ETON,"Eton Pharmaceuticals, Inc.",127143172.38,Health Care,Major Pharmaceuticals,Micro Cap,0.5115854683449473,6.4395,0.1764705790688741,0.8214285942364719,-0.9520000014986311,0.0,15.6270782341395,0.0,0.33650790815480836,0.06418920769318759,-0.41386140072279065,0.014056259315918584
1041,ETSY,"Etsy, Inc.",6095058522.24,Miscellaneous,Business Services,Mid Cap,0.48335319280327665,48.66,,,,,,,,,,
1042,CLWT,Euro Tech Holdings Company Limited,7453799.83,Consumer Durables,Diversified Electronic Products,Micro Cap,1.050739633014323,2.8219,-0.20701752067089152,-0.1389728235948826,-0.06760563739730452,0.22837364133382732,0.12451368870566637,-0.49706460546111975,0.3810810993673852,0.46245062827065775,-0.6290322715969296,-0.417840368516358
1043,EDRY,EuroDry Ltd.,15873943.0,Consumer Services,Marine Transportation,Micro Cap,0.49739682956989417,6.49,,,,,,,,,,
1044,EEFT,"Euronet Worldwide, Inc.",8877306339.21,Finance,Investment Bankers/Brokers/Service,Mid Cap,0.23091426875946686,162.01,0.5389724729977328,0.2149044895190657,0.16346812492066976,0.0,0.3193078013127839,0.1473354916734364,1.0275422754523347,0.2770563293322359,0.059632968826334176,-0.20546697367302846
1045,ESEA,Euroseas Ltd.,22614814.8135,Transportation,Marine Transportation,Micro Cap,0.7871157068324364,3.29,-0.2732142426833807,-0.5882353126796467,0.005917153919925866,-0.33725486712838837,-0.6644736862743991,-0.47586207554258153,0.6602645027091145,-0.5799824027009433,-0.3139050790483473,-0.0009670644786358151
1046,EVLO,"Evelo Biosciences, Inc.",139252497.86,Health Care,Major Pharmaceuticals,Micro Cap,0.7325232228991247,6.44,,,,,,,,,,
1047,EVBG,"Everbridge, Inc.",2980317866.4,Technology,Computer Software: Prepackaged Software,Mid Cap,0.41841810626600523,89.3325,,,,,,,,,,
1048,EVK,"Ever-Glory International Group, Inc.",20112645.075999998,Consumer Non-Durables,Apparel,Micro Cap,0.6965748479677315,1.32,,,,,,,,,,
1049,EVER,"EverQuote, Inc.",839026975.2,Technology,"Computer Software: Programming, Data Processing",Small Cap,0.7169005797104988,38.54,,,,,,,,,,
1050,MRAM,"Everspin Technologies, Inc.",88530084.72,Technology,Semiconductors,Micro Cap,0.5894256737511565,4.8797,,,,,,,,,,
1051,EVOP,"EVO Payments, Inc.",2328755016.98,Miscellaneous,Business Services,Mid Cap,0.28087868722925957,27.57,,,,,,,,,,
1052,EVFM,"Evofem Biosciences, Inc.",276183737.7,Health Care,Major Pharmaceuticals,Micro Cap,0.7542439318505832,5.24,,,,,,,,,,
1053,EVGN,Evogene Ltd.,43524761.93,Basic Industries,Agricultural Chemicals,Micro Cap,0.5816947126138138,1.5554,-0.23232324935139315,-0.35504883969751744,-0.3980392175195585,-0.36645965418703885,-0.12595003719951103,-0.5312976988833226,3.1808511523328393,0.14634144355823797,-0.2678571474187229,
1054,EVOK,"Evoke Pharma, Inc.",38165264.55,Health Care,Major Pharmaceuticals,Micro Cap,1.3066514376994072,1.48,,,,,,,,,,
1055,EOLS,"Evolus, Inc.",377365766.2,Health Care,Major Pharmaceuticals,Small Cap,0.7832703090343567,9.94,,,,,,,,,,
1056,EVOL,"Evolving Systems, Inc.",11551249.5347,Technology,EDP Services,Micro Cap,0.590780252810252,0.95,-0.2521008883195338,-0.7468084881887431,0.14634144355823797,-0.22375220009865682,-0.3746092428491611,0.0064700872399150455,0.7110047504499457,0.4560071314420062,-0.08433224088992808,0.35911014308381817
1057,EXAS,Exact Sciences Corporation,12965257757.34,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Large Cap,0.45712584579953697,88.87,0.4656102312722239,0.20098967214659713,2.932634900126526,0.4474539890865763,-0.6636297608383659,1.3353191943878824,0.1095372833520345,0.3041872292906742,0.3578595083043423,0.7640117504487578
1058,XGN,Exagen Inc.,295183265.0,Health Care,Medical Specialities,Micro Cap,,21.5,,,,,,,,,,
1059,FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,16051760.0,,,Micro Cap,0.1630649026277109,39.1046,,,,,,,,,,
1060,ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,201158000.0,,,Micro Cap,0.18748222735689524,42.3,,,,,,,,,,
1061,XELA,"Exela Technologies, Inc.",68191235.96,Miscellaneous,Business Services,Micro Cap,1.244027443842189,0.4234,,,,,,,,,,
1062,EXEL,"Exelixis, Inc.",6022233784.92,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Mid Cap,0.3909409774325858,17.74,-0.10421958460138403,-0.3529605156868447,1.038900062350217,1.643617056803735,2.91666641831399,-0.7650897177264093,0.3413566486174593,-0.03586489613198529,-0.4226553289775624,0.11397559913587019
1063,EXC,Exelon Corporation,46068239112.35,Public Utilities,Power Generation,Large Cap,0.15220756180891298,47.6,0.04275523809972537,0.1832851014624426,0.15084241757643757,0.3414288379420256,-0.22154453198460322,0.4053374099947953,-0.03511920559605741,-0.2736799844271687,0.0945127462148887,-0.10461889949172154
1064,EXFO,EXFO Inc,97535610.96,Capital Goods,Electrical Products,Micro Cap,0.5297290142611167,3.98,0.6267605722482612,-0.3471264421994975,-0.011363679466167786,0.6058394452748004,-0.2057971096619715,-0.27521010886712716,-0.108614214818884,-0.09028956444702074,-0.16855525026420226,0.8337662643275636
1065,XCUR,"Exicure, Inc.",214127027.1,Health Care,Major Pharmaceuticals,Micro Cap,0.8565903521119006,2.46,,,,,,,,,,
1066,EXLS,"ExlService Holdings, Inc.",2463337378.75,Miscellaneous,Business Services,Mid Cap,0.20308901828199555,73.65,0.32003041608546656,-0.12808615969644233,0.19647105704250678,0.12263517213683328,0.5649600048045789,0.03946409167703391,0.042264182612581136,0.1846222175156671,0.04143395325717081,0.18347107403276675
1067,EXPI,"eXp World Holdings, Inc.",697365944.82,Finance,Real Estate,Small Cap,0.43830890308156223,11.33,,,,,,,,,,
1068,EXPE,"Expedia Group, Inc.",16201182935.04,Consumer Services,Transportation Services,Large Cap,0.3775646668744679,109.505,-0.028992742035314212,-0.04961106391578385,0.06664218468874505,-0.0804835834894414,0.4675062579512903,0.2354228146117432,0.14489050606309983,1.155856224112009,-0.20472806152704315,-0.013120502680492363
1069,EXPD,"Expeditors International of Washington, Inc.",13082541640.9,Transportation,Oil Refining/Marketing,Large Cap,0.21105490346971004,74.65,0.16171251950816146,0.06519735927382819,0.23933563980837236,0.19299836840369333,0.026305013924763587,0.02240406044027532,0.1352685586555411,-0.020044068504594836,-0.2416217857922086,0.5847794493109029
1070,EXPC,Experience Investment Corp.,343750000.0,Finance,Business Services,Small Cap,,10.0,,,,,,,,,,
1073,EXPO,"Exponent, Inc.",3735309039.21,Consumer Services,Professional Services,Mid Cap,0.2074857989545554,72.75,0.3750852275707257,0.4422072030148332,0.19461775552149607,0.2236034593573899,0.22729899982477209,0.08213097362459387,0.39763618511830523,0.21448741359660284,0.22456088897795,0.34841957092174236
1074,STAY,"Extended Stay America, Inc.",2617962595.44,Consumer Services,Hotels/Resorts,Mid Cap,0.2139816211004115,13.525,,,,,,,,,,
1075,XOG,"Extraction Oil & Gas, Inc.",255130215.84,Energy,Oil & Gas Production,Micro Cap,0.8386782599574476,1.49,,,,,,,,,,
1076,EXTR,"Extreme Networks, Inc.",962809190.64,Technology,Computer Communications Equipment,Small Cap,0.4146246227523638,7.43,0.20819672143962298,-0.5127795781469042,1.4890655935461088,0.23284321173206424,0.1558073531937587,-0.49426934645505394,0.9175823675579919,0.24657534582124097,-0.055016130290433174,0.07665506529014121
1077,EYEG,"Eyegate Pharmaceuticals, Inc.",27732540.1,Health Care,Major Pharmaceuticals,Micro Cap,1.0352016225886245,6.1717,,,,,,,,,,
1079,EYEN,"Eyenovia, Inc.",80886433.98,Health Care,Major Pharmaceuticals,Micro Cap,0.9290161033673452,4.32,,,,,,,,,,
1080,EYPT,"EyePoint Pharmaceuticals, Inc.",183799648.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,Micro Cap,0.7987870605212433,1.985,-0.17989419891640646,0.7499999172157745,-0.36842104162425793,-0.645228220488307,0.17274939539718726,0.0352645097972919,2.280991655744075,0.09009011040820591,-0.782778867846778,0.42339839991244266
1081,EZPW,"EZCORP, Inc.",352648742.25,Consumer Services,Other Specialty Stores,Small Cap,0.3943465726778789,6.245,-0.11772313650280963,-0.3663934311537419,0.145539929225722,1.1342685585221601,-0.5753191684154755,0.005132628038531761,-0.4122674741525004,-0.24573383554633743,-0.028013208442418835,0.5773254626373707
1082,FFIV,"F5 Networks, Inc.",8328761560.0,Technology,Computer Communications Equipment,Mid Cap,0.25422265034291164,132.46,-0.13812260107029062,0.23479650413029196,-0.09328358130271175,0.4925742841088665,-0.2568406669939777,0.4359454143107153,-0.06474524772757528,-0.08452695993726811,-0.184695760903129,1.4572399596478927
1083,FB,"Facebook, Inc.",633486974396.34,Technology,"Computer Software: Programming, Data Processing",Large Cap,0.26742619708763,214.63,,,,,,,,,,
1084,FLMN,Falcon Minerals Corporation,581026840.16,Energy,Oil & Gas Production,Small Cap,0.4293026716382483,5.85,,,,,,,,,,
1086,DUO,Fangdd Network Group Ltd.,104300000.0,Finance,Real Estate,Micro Cap,,13.58,3.0522195213899446,0.0,0.0,0.12647053419925092,0.8279570264614498,0.12048195885857527,1.405797061387342,0.3018868582322567,-0.7239583420644826,-0.10280380235279019
1087,FANH,Fanhua Inc.,848061723.59,Finance,Specialty Insurers,Small Cap,0.3366037152460611,24.58,0.234575713627043,0.05332720300131588,1.6351987537702786,-0.10775860423473216,0.39969823894663215,0.09768227586441869,-0.07786251539482825,-0.053468288818711907,-0.5997686947488429,-0.13020580802216952
1088,FARM,Farmer Brothers Company,218853267.6,Consumer Non-Durables,Packaged Foods,Micro Cap,0.5221292565618493,12.18,-0.3544791912187729,-0.2743390725836593,-0.12397817826901103,0.13727921420310962,0.09575550498365248,0.26612211836401967,0.6119195936911306,0.8887435284489853,-0.5688574738840056,-0.07330051615684541
1089,FMAO,"Farmers & Merchants Bancorp, Inc.",328541913.0,Finance,Savings Institutions,Small Cap,0.2671018075502249,29.7,-0.19939085507699272,-0.043856996691090555,1.3713663457524659,0.34100939121676954,0.03113925610431756,0.2540008998583505,0.14446837979456362,0.1837430616937512,0.018038915094501506,0.1491239870225911
1090,FMNB,Farmers National Banc Corp.,441037994.08,Finance,Major Banks,Small Cap,0.21466775850711614,15.945,0.31464962594225043,-0.11836810606099601,0.05511079972724375,0.6774355724880086,0.04522886698793882,0.2946974929751198,0.07675562225227894,0.29017755733035266,0.404451498886512,-0.1840954252534891
1091,FAMI,"FARMMI, INC.",11226571.2,Consumer Non-Durables,Packaged Foods,Micro Cap,1.0314561703630698,0.7366,,,,,,,,,,
1092,FARO,"FARO Technologies, Inc.",964186419.8,Capital Goods,Industrial Machinery/Components,Small Cap,0.3711206903046823,51.77,0.23892714641491675,-0.1353191619223737,0.3055555555555556,0.21951217621109853,-0.5290363702291484,0.07512866424414844,0.6339685745070882,-0.22434781945270044,0.40073080956959317,0.5317163868732784
1093,FAST,Fastenal Company,21105800150.4,Consumer Services,RETAIL: Building Materials,Large Cap,0.280310980869882,35.22,0.4597616962508069,-0.016075070625045096,0.1966371001019127,0.18534201536483175,-0.11812543408658627,0.023393591192438112,0.03530975517437773,0.10051845140016913,0.4848356393425093,0.47662438583731515
1094,FAT,FAT Brands Inc.,55074167.55,Consumer Services,Restaurants,Micro Cap,0.5415022283520725,4.701,,,,,,,,,,
1095,FATE,"Fate Therapeutics, Inc.",1938953755.35,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,0.698455828995088,24.155,,,,,,,,,,
1096,FBSS,"Fauquier Bankshares, Inc.",81735649.73,Finance,Major Banks,Micro Cap,0.2723823533868341,21.16,0.13358400855246466,-0.10407130583354074,0.34863096844016384,0.1266041741941586,-0.14805192766081976,0.3901318069745643,0.18765932457198842,0.1468376171924508,-0.12718996016906292,0.10107812195228827
1097,FNHC,FedNat Holding Company,237281193.94,Finance,Property-Casualty Insurers,Micro Cap,0.3403193255077987,15.4,-0.14635666528715519,0.22237435438328212,-0.09598047215552163,-0.35971469666708533,0.23081912314481134,0.6570453860860612,1.7789635364326477,0.8138419475513399,-0.06918224141085505,-0.18340465534730377
1098,FLLC,Fellazo Inc.,74595510.0,Finance,Business Services,Micro Cap,,9.96,,,,,,,,,,
1100,FLLCU,Fellazo Inc.,60512540.0,Finance,Business Services,Micro Cap,,10.15,,,,,,,,,,
1101,FLLCW,Fellazo Inc.,298975.0,Finance,Business Services,Micro Cap,,0.0501,,,,,,,,,,
1102,FENC,Fennec Pharmaceuticals Inc.,122956229.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,0.5351310336883944,6.17,,,,,,,,,,
1103,GSM,Ferroglobe PLC,174196362.46,Capital Goods,Metal Fabrications,Micro Cap,0.8277829906912152,0.8882,-0.40880504535688444,-0.9005561640103252,0.49584501943457937,0.05489253157303864,-0.3619646579340876,-0.028056683838776686,0.3345628018172204,0.03620215116945413,-0.20689914538449694,0.8358856939510646
1104,FFBW,"FFBW, Inc.",70589638.5,Finance,Savings Institutions,Micro Cap,0.25058432007572046,10.56,,,,,,,,,,
1105,FGEN,"FibroGen, Inc",3869540338.4,Health Care,Major Pharmaceuticals,Mid Cap,0.5030814159544084,41.73,,,,,,,,,,
